organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
100	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.236_W-8-singleplex
100	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.237_W-8-singleplex
100	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.57_W-8-singleplex
99	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.238_W-8-singleplex
99	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.511_W-8-multi-tot
99	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.512_W-8-multi-tot
97	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.513_W-8-multi-tot
96	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Pholidae	Pholis	superkingdom:Eukaryota:99.99999999999997;phylum:Chordata:99.99999999999997;class:Actinopteri:99.99999999999997;order:Perciformes:99.99999999999997;family:Pholidae:90.8913906695156;genus:Pholis:90.8913906695156;species:Pholis_gunnellus:38.93003917378914	Pholis	urn:lsid:marinespecies.org:taxname:126041	genus	asv.135_W-8-multi-tot
96	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.239_W-8-multi-tot
96	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.58_W-8-singleplex
95	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Charadriiformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Aves:100.0;order:Charadriiformes:100.0;family:Recurvirostridae:51.333333333333336;genus:Cladorhynchus:48.41666666666667;species:Cladorhynchus_leucocephalus:48.41666666666667	Charadriiformes	urn:lsid:marinespecies.org:taxname:2682	order	asv.240_W-8-multi-tot
95	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Oncorhynchus:100.0;species:Oncorhynchus_mykiss:100.0	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.514_W-8-multi-tot
95	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.59_W-8-multi-tot
95	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.60_W-8-multi-tot
94	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.241_W-8-singleplex
94	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.242_W-8-multi-tot
94	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.243_W-8-multi-tot
93	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.61_W-8-multi-tot
92	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.244_W-8-singleplex
92	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.245_W-8-singleplex
92	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Oncorhynchus:100.0;species:Oncorhynchus_mykiss:99.5	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.515_W-8-multi-tot
91	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.516_W-8-multi-tot
91	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Salmoniformes:99.99999999999999;family:Salmonidae:99.99999999999999;genus:Oncorhynchus:96.49999999999999;species:Oncorhynchus_mykiss:95.49999999999999	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.517_W-8-multi-tot
91	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.62_W-8-singleplex
91	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.63_W-8-singleplex
90	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.518_W-8-multi-tot
90	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.64_W-8-singleplex
90	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.65_W-8-singleplex
89	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.519_W-8-multi-tot
89	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.520_W-8-multi-tot
88	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Pleuronectiformes:99.90000000000003;family:Pleuronectidae:99.70000000000005;genus:Platichthys:18.873015873015877;species:Platichthys_stellatus:18.873015873015877	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.246_W-8-singleplex
88	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.521_W-8-multi-tot
88	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.66_W-8-multi-tot
87	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.247_W-8-singleplex
86	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes			superkingdom:Eukaryota:100.00000000000003;phylum:Chordata:100.00000000000003;class:Actinopteri:100.00000000000003;order:Perciformes:100.00000000000003;family:Zoarcidae:37.043099701530416;genus:Lycodes:25.508503947938713;species:Lycodes_sp._ADK-2014:14.418244691989619	Perciformes	urn:lsid:marinespecies.org:taxname:11014	order	asv.522_W-8-multi-tot
86	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gadiformes	Lotidae	Molva	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gadiformes:100.0;family:Lotidae:100.0;genus:Molva:100.0;species:Molva_molva:100.0	Molva molva	urn:lsid:marinespecies.org:taxname:126461	species	asv.523_W-8-multi-tot
83	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.248_W-8-multi-tot
82	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.524_W-8-multi-tot
82	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.68_W-8-multi-tot
81	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.69_W-8-singleplex
79	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.525_W-8-multi-tot
78	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Zoarcidae	Zoarces	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Perciformes:99.99999999999999;family:Zoarcidae:97.91666666666666;genus:Zoarces:97.91666666666666;species:Zoarces_viviparus:97.91666666666666	Zoarces viviparus	urn:lsid:marinespecies.org:taxname:127123	species	asv.235_W-8-multi-tot
78	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.249_W-8-multi-tot
77	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.250_W-8-singleplex
76	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Pleuronectiformes	Pleuronectidae		superkingdom:Eukaryota:100.00000000000004;phylum:Chordata:100.00000000000004;class:Actinopteri:100.00000000000004;order:Pleuronectiformes:100.00000000000004;family:Pleuronectidae:100.00000000000004;genus:Isopsetta:19.177380952380954;species:Isopsetta_isolepis:19.177380952380954	Pleuronectidae	urn:lsid:marinespecies.org:taxname:125579	family	asv.251_W-8-singleplex
73	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.526_W-8-multi-tot
72	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.252_W-8-multi-tot
72	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.70_W-8-multi-tot
69	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Gobiiformes:63.599999999999994;family:Gobiidae:63.599999999999994;genus:Rhinogobius:48.699999999999996;species:Rhinogobius_brunneus:48.699999999999996	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.253_W-8-singleplex
68	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.254_W-8-singleplex
68	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.255_W-8-multi-tot
67	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:92.0;family:Salmonidae:92.0;genus:Salmo:92.0;species:Salmo_trutta:92.0	Salmo trutta	urn:lsid:marinespecies.org:taxname:127187	species	asv.256_W-8-multi-tot
67	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.257_W-8-multi-tot
65	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.527_W-8-multi-tot
64	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.258_W-8-singleplex
63	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.259_W-8-multi-tot
63	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.528_W-8-multi-tot
63	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.529_W-8-multi-tot
63	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.72_W-8-multi-tot
61	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Clupeiformes	Clupeidae	Clupea	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Clupeiformes:100.0;family:Clupeidae:100.0;genus:Clupea:100.0;species:Clupea_harengus:50.0	Clupea	urn:lsid:marinespecies.org:taxname:125716	genus	asv.261_W-8-singleplex
61	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.73_W-8-multi-tot
61	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.74_W-8-multi-tot
60	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.262_W-8-multi-tot
59	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Salmo	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Salmoniformes:100.0;family:Salmonidae:100.0;genus:Salmo:99.66666666666666;species:Salmo_trutta:41.73333333333334	Salmo	urn:lsid:marinespecies.org:taxname:126141	genus	asv.263_W-8-multi-tot
59	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.264_W-8-multi-tot
58	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.265_W-8-multi-tot
58	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.75_W-8-multi-tot
56	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.76_W-8-singleplex
55	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.220_W-8-multi-tot
55	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.266_W-8-multi-tot
55	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.77_W-8-singleplex
54	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	superkingdom:Eukaryota:99.99999999999996;phylum:Chordata:99.99999999999996;class:Actinopteri:99.99999999999996;order:Uranoscopiformes:99.99999999999996;family:Ammodytidae:99.99999999999996;genus:Ammodytes:99.99999999999996;species:Ammodytes_personatus:49.999999999999986	Ammodytes	urn:lsid:marinespecies.org:taxname:125909	genus	asv.530_W-8-multi-tot
54	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.531_W-8-multi-tot
54	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.532_W-8-multi-tot
54	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.78_W-8-multi-tot
53	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.533_W-8-multi-tot
53	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.79_W-8-singleplex
52	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.267_W-8-singleplex
52	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.268_W-8-multi-tot
52	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.80_W-8-multi-tot
52	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.81_W-8-multi-tot
51	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.82_W-8-singleplex
51	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.83_W-8-multi-tot
50	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.269_W-8-multi-tot
49	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Salmoniformes	Salmonidae	Oncorhynchus	superkingdom:Eukaryota:99.99999999999999;phylum:Chordata:99.99999999999999;class:Actinopteri:99.99999999999999;order:Salmoniformes:99.99999999999999;family:Salmonidae:99.99999999999999;genus:Oncorhynchus:99.99999999999999;species:Oncorhynchus_mykiss:99.99999999999999	Oncorhynchus mykiss	urn:lsid:marinespecies.org:taxname:127185	species	asv.13_W-8-singleplex
49	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae		superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Gobiiformes:100.0;family:Gobiidae:100.0;genus:Pomatoschistus:52.0;species:Economidichthys_pygmaeus:48.00000000000001	Gobiidae	urn:lsid:marinespecies.org:taxname:125537	family	asv.178_W-8-singleplex
48	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.84_W-8-singleplex
48	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.85_W-8-multi-tot
47	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.86_W-8-multi-tot
47	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.87_W-8-multi-tot
47	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.88_W-8-multi-tot
46	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.270_W-8-singleplex
46	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.271_W-8-multi-tot
46	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Perciformes:31.166666666666664;family:Cottidae:31.166666666666664;genus:Cottus:31.166666666666664;species:Cottus_nozawae:31.166666666666664	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.272_W-8-multi-tot
45	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.89_W-8-singleplex
44	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	42980	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.260_W-8-singleplex
44	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.273_W-8-multi-tot
44	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	1584235	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.274_W-8-multi-tot
