organismQuantity	eventID	basisOfRecord	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	occurrenceID
4	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.237_W-8-singleplex
4	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:72.83333333333333;phylum:Cnidaria:72.83333333333333;class:Hydrozoa:72.83333333333333;order:Anthoathecata:72.83333333333333;family:Hydridae:72.83333333333333;genus:Hydra:72.83333333333333;species:Hydra_robusta:57.16666666666666	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.238_W-8-singleplex
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.239_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Streblospio	superkingdom:Eukaryota:99.99999999999996;phylum:Annelida:99.99999999999996;class:Polychaeta:99.99999999999996;order:Spionida:99.99999999999996;family:Spionidae:99.99999999999996;genus:Streblospio:99.99999999999996;species:Streblospio_benedicti:99.99999999999996	Streblospio benedicti	urn:lsid:marinespecies.org:taxname:131191	species	asv.240_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.36_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Cnidaria:41.28333333333333;class:Hydrozoa:41.28333333333333;order:Leptothecata:39.78333333333333;family:Mitrocomidae:39.78333333333333;genus:Mitrocomella:39.78333333333333;species:Mitrocomella_brownei:39.78333333333333	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.370_W-8-multi-tot
4	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Mollusca	Gastropoda				superkingdom:Eukaryota:90.66666666666669;phylum:Mollusca:90.66666666666669;class:Gastropoda:90.66666666666669;order:Neogastropoda:81.91666666666669;family:Nassariidae:81.91666666666669;genus:Nassarius:63.33333333333334;species:Nassarius_sp._301_LAG-2016:43.08333333333334	Gastropoda	urn:lsid:marinespecies.org:taxname:101	class	asv.431_W-8-singleplex
4	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops	superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Aves:100.0;order:Coraciiformes:100.0;family:Meropidae:100.0;genus:Merops:100.0;species:Merops_persicus:100.0	Merops persicus	urn:lsid:marinespecies.org:taxname:212740	species	asv.432_W-8-singleplex
4	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Cypriniformes			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Actinopteri:100.0;order:Cypriniformes:100.0;family:NA:100.0;genus:NA:100.0;species:Cirrhinus_mrigala_x_Labeo_sp._NR-2018:100.0	Cypriniformes	urn:lsid:marinespecies.org:taxname:154156	order	asv.433_W-8-singleplex
4	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Arthropoda:66.83730158730162;class:Insecta:33.58809523809525;order:Pythiales:32.16269841269843;family:Pythiaceae:32.16269841269843;genus:Phytopythium:31.886006683375122;species:Phytopythium_sp._UZ612:26.05000000000001	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.434_W-8-singleplex
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.44_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:0;phylum:Arthropoda:0;class:Insecta:0;order:Diptera:0;family:Cecidomyiidae:0;genus:NA:0;species:Cecidomyiidae_sp._BOLD:0	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.50_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.61_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Cnidaria					superkingdom:Eukaryota:100.0;phylum:Cnidaria:100.0;class:Anthozoa:56.99999999999999;order:Actiniaria:56.99999999999999;family:Edwardsiidae:56.99999999999999;genus:Edwardsianthus:56.99999999999999;species:Edwardsianthus_gilbertensis:56.99999999999999	Cnidaria	urn:lsid:marinespecies.org:taxname:1267	phylum	asv.62_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta		Orbiniidae		superkingdom:Eukaryota:100.00000000000001;phylum:Annelida:99.55939039408868;class:Polychaeta:99.55939039408868;order:NA:59.29987381995815;family:Orbiniidae:99.55939039408868;genus:Scoloplos:83.49637757357584;species:Scoloplos_sp._CMC02:59.29987381995815	Orbiniidae	urn:lsid:marinespecies.org:taxname:902	family	asv.79_W-8-multi-tot
4	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.86_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Corallinales	Corallinaceae	Cheilosporum	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Corallinales:100.0;family:Corallinaceae:100.0;genus:Cheilosporum:100.0;species:Cheilosporum_proliferum:100.0	Cheilosporum proliferum	urn:lsid:marinespecies.org:taxname:213867	species	asv.107_W-8-multi-tot
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.241_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Oomycota:28.599999999999984;class:Raphidophyceae:54.304761904761875;order:Chattonellales:54.304761904761875;family:Vacuolariaceae:54.304761904761875;genus:Gonyostomum:54.304761904761875;species:Gonyostomum_semen:54.304761904761875	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.242_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Laophontidae	Asellopsis	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Harpacticoida:100.0;family:Laophontidae:100.0;genus:Asellopsis:100.0;species:Asellopsis_intermedia:100.0	Asellopsis intermedia	urn:lsid:marinespecies.org:taxname:116217	species	asv.243_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.244_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Martensia	superkingdom:Eukaryota:100.0;phylum:Rhodophyta:100.0;class:Florideophyceae:100.0;order:Ceramiales:100.0;family:Delesseriaceae:100.0;genus:Martensia:100.0;species:Martensia_albida:100.0	Martensia albida	urn:lsid:marinespecies.org:taxname:377172	species	asv.245_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.246_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.247_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.248_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Spionida	Spionidae		superkingdom:Eukaryota:99.99999999999996;phylum:Annelida:99.99999999999996;class:Polychaeta:99.99999999999996;order:Spionida:99.99999999999996;family:Spionidae:99.99999999999996;genus:Marenzelleria:77.23167495559134;species:Marenzelleria_viridis:77.23167495559134	Spionidae	urn:lsid:marinespecies.org:taxname:913	family	asv.249_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.250_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.251_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Porifera	Demospongiae	Poecilosclerida	Tedaniidae	Tedania	superkingdom:Eukaryota:100.0;phylum:Porifera:100.0;class:Demospongiae:100.0;order:Poecilosclerida:100.0;family:Tedaniidae:100.0;genus:Tedania:100.0;species:Tedania_pillarriosae:100.0	Tedania	urn:lsid:marinespecies.org:taxname:131974	genus	asv.252_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.253_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.254_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.255_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae		superkingdom:Eukaryota:100.00000000000001;phylum:Oomycota:100.00000000000001;class:NA:44.65217391304343;order:Peronosporales:100.00000000000001;family:Peronosporaceae:100.00000000000001;genus:Bremia:100.00000000000001;species:Bremia_sonchicola:100.00000000000001	Peronosporaceae	urn:lsid:marinespecies.org:taxname:865876	family	asv.256_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.257_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Hymenena	superkingdom:Eukaryota:99.99999999999999;phylum:Rhodophyta:99.99999999999999;class:Florideophyceae:99.99999999999999;order:Ceramiales:99.99999999999999;family:Delesseriaceae:99.99999999999999;genus:Hymenena:99.99999999999999;species:Hymenena_kylinii:99.99999999999999	Hymenena kylinii	urn:lsid:marinespecies.org:taxname:496244	species	asv.258_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.259_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.260_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.261_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Malacostraca	Amphipoda	Alicellidae	Paralicella	superkingdom:Eukaryota:99.99999999999999;phylum:Arthropoda:99.99999999999999;class:Malacostraca:99.99999999999999;order:Amphipoda:99.99999999999999;family:Lysianassidae:99.99999999999999;genus:Paralicella:99.99999999999999;species:Paralicella_caperesca:99.99999999999999	Paralicella caperesca	urn:lsid:marinespecies.org:taxname:102705	species	asv.262_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Bacillariophyceae:100.0;order:Naviculales:100.0;family:Naviculaceae:100.0;genus:Navicula:100.0;species:Navicula_veneta:100.0	Navicula veneta	urn:lsid:marinespecies.org:taxname:963450	species	asv.263_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Pyramimonadophyceae	Pseudoscourfieldiales	Pycnococcaceae		superkingdom:Eukaryota:100.00000000000001;phylum:Chlorophyta:100.00000000000001;class:NA:43.00000000000002;order:NA:43.00000000000002;family:Pycnococcaceae:99.66666666666669;genus:Pycnococcus:56.66666666666666;species:Pycnococcus_provasolii:56.66666666666666	Pycnococcaceae	urn:lsid:marinespecies.org:taxname:22613	family	asv.264_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.265_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.266_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.267_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Rodentia			superkingdom:Eukaryota:100.0;phylum:Chordata:100.0;class:Mammalia:100.0;order:Rodentia:100.0;family:Dipodidae:100.0;genus:Dipus:100.0;species:Dipus_sagitta:100.0	Rodentia	urn:lsid:marinespecies.org:taxname:404079	order	asv.268_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.269_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.270_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Clitellata	Tubificida	Naididae	Paranais	superkingdom:Eukaryota:100.0;phylum:Annelida:100.0;class:Clitellata:100.0;order:Tubificida:100.0;family:Naididae:100.0;genus:Paranais:99.5;species:Paranais_litoralis:99.5	Paranais litoralis	urn:lsid:marinespecies.org:taxname:137485	species	asv.271_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Oomycota:32.29084967320262;class:Chrysophyceae:54.1830065359477;order:Chromulinales:54.1830065359477;family:Dinobryaceae:50.79656862745097;genus:Poteriospumella:50.79656862745097;species:Poteriospumella_sp.:44.023692810457504	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.272_W-8-singleplex
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.273_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	superkingdom:Eukaryota:100.0;phylum:Bacillariophyta:100.0;class:Coscinodiscophyceae:100.0;order:Thalassiosirales:100.0;family:Thalassiosiraceae:100.0;genus:Thalassiosira:100.0;species:Thalassiosira_profunda:100.0	Thalassiosira profunda	urn:lsid:marinespecies.org:taxname:577742	species	asv.274_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:100.0;phylum:NA:100.0;class:Xanthophyceae:100.0;order:Tribonematales:100.0;family:Tribonemataceae:100.0;genus:Tribonema:100.0;species:Tribonema_aequale:100.0	Biota	urn:lsid:marinespecies.org:taxname:616597		asv.275_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:Oomycota:71.7;class:NA:35.85;order:Pythiales:71.7;family:Pythiaceae:71.7;genus:Globisporangium:71.7;species:Globisporangium_orthogonon:71.7	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.33_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999997;phylum:Cnidaria:42.55119047619047;class:Hydrozoa:42.55119047619047;order:Anthoathecata:40.55119047619047;family:Raspailiidae:33.12499999999999;genus:Raspailia:33.12499999999999;species:Raspailia_ramosa:33.12499999999999	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.377_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999999;phylum:NA:32.25454545454545;class:Chrysophyceae:72.96363636363635;order:Chromulinales:72.96363636363635;family:Chromulinaceae:72.96363636363635;genus:Pedospumella:72.96363636363635;species:Pedospumella_sp.:64.5090909090909	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.40_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Undinula	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Calanoida:100.0;family:Calanidae:100.0;genus:Undinula:100.0;species:Undinula_vulgaris:100.0	Undinula vulgaris	urn:lsid:marinespecies.org:taxname:104473	species	asv.42_W-8-multi-tot
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Tachidiidae	Microarthridion	superkingdom:Eukaryota:100.0;phylum:Arthropoda:100.0;class:Hexanauplia:100.0;order:Harpacticoida:100.0;family:Tachidiidae:100.0;genus:Microarthridion:100.0;species:Microarthridion_fallax:100.0	Microarthridion fallax	urn:lsid:marinespecies.org:taxname:116497	species	asv.435_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.436_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	superkingdom:Eukaryota:100.00000000000001;phylum:Rhodophyta:100.00000000000001;class:Florideophyceae:100.00000000000001;order:Gracilariales:100.00000000000001;family:Gracilariaceae:100.00000000000001;genus:Gracilaria:100.00000000000001;species:Gracilaria_vermiculophylla:99.00000000000001	Gracilaria vermiculophylla	urn:lsid:marinespecies.org:taxname:236157	species	asv.437_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.0;phylum:NA:40.93333333333334;class:NA:40.93333333333334;order:Apusomonadida:81.86666666666667;family:Apusomonadidae:81.86666666666667;genus:Thecamonas:81.86666666666667;species:Thecamonas_trahens:81.86666666666667	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.438_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000001;phylum:Mollusca:72.71666666666668;class:Gastropoda:72.71666666666668;order:Neogastropoda:72.71666666666668;family:Nassariidae:72.05000000000001;genus:Nassarius:39.81666666666668;species:Nassarius_sp._733_LAG-2016:30.650000000000006	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.439_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Malacostraca	Decapoda	Carcinidae	Carcinus	superkingdom:Eukaryota:99.9999999999999;phylum:Arthropoda:99.9999999999999;class:Malacostraca:99.9999999999999;order:Decapoda:99.9999999999999;family:Carcinidae:99.9999999999999;genus:Carcinus:99.9999999999999;species:Carcinus_maenas:99.9999999999999	Carcinus maenas	urn:lsid:marinespecies.org:taxname:107381	species	asv.440_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:6.523809523809526;phylum:NA:2.333333333333334;class:Eustigmatophyceae:4.666666666666668;order:Eustigmatales:4.666666666666668;family:Monodopsidaceae:4.666666666666668;genus:Nannochloropsis:4.666666666666668;species:Nannochloropsis_limnetica:4.666666666666668	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.441_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:100.00000000000004;phylum:Arthropoda:64.99734699392327;class:Malacostraca:43.196054018445324;order:Isopoda:25.653333333333336;family:Trichoniscidae:25.653333333333336;genus:Haplophthalmus:25.653333333333336;species:Haplophthalmus_montivagus:25.653333333333336	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.442_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:98.33333333333334;phylum:Mollusca:72.76666666666668;class:Gastropoda:72.76666666666668;order:NA:21.883333333333336;family:Planorbidae:43.76666666666667;genus:Biomphalaria:43.76666666666667;species:Biomphalaria_glabrata:43.76666666666667	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.443_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Eukaryota						superkingdom:Eukaryota:99.99999999999996;phylum:Arthropoda:51.04166666666664;class:Insecta:51.04166666666664;order:Thysanoptera:45.84166666666664;family:Thripidae:45.84166666666664;genus:Frankliniella:45.84166666666664;species:Frankliniella_occidentalis:45.84166666666664	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.444_W-8-singleplex
3	W-8-singleplex	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	202708	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Arachnida	Araneae			superkingdom:Eukaryota:100.00000000000001;phylum:Arthropoda:100.00000000000001;class:Arachnida:91.50000000000001;order:Araneae:91.50000000000001;family:Udubidae:39.16666666666668;genus:Zorodictyna:39.16666666666668;species:Zorodictyna_sp._CG45:39.16666666666668	Araneae	urn:lsid:marinespecies.org:taxname:150467	order	asv.445_W-8-singleplex
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads								Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.446_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads							superkingdom:Eukaryota:0;phylum:Mollusca:0;class:Gastropoda:0;order:NA:0;family:Pleuroceridae:0;genus:Pleurocera:0;species:Pleurocera_canaliculata:0	Biota	urn:lsid:marinespecies.org:taxname:1	kingdom	asv.447_W-8-multi-tot
3	W-8-multi-tot	MaterialSample	present	Hugo Gante	eDNA expeditions citizen science sampling	53001	DNA Sequence reads	DNA Sequence reads	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae	Phytophthora	superkingdom:Eukaryota:100.0;phylum:Oomycota:100.0;class:NA:20.0;order:Peronosporales:100.0;family:Peronosporaceae:100.0;genus:Phytophthora:100.0;species:Phytophthora_javanensis:100.0	Phytophthora	urn:lsid:marinespecies.org:taxname:1457131	genus	asv.51_W-8-multi-tot
